coordinatore_pedagogico,presidente_ente_gestore,sorastant,tipo_instituto,dirigente_scolastico,direttore,indirizzo,telefono,fax,email_istituto,email_dirigenza,email_segreteria,sito_web,miur_code,numero_plessi_scuole,nome_istituto,id_istituto,id_number
TIZIANA CEOL,ALESSANDRO LARENTIS,nan,Scuola dell'infanzia,nan,nan,"Via Regolani,
    
4 -
    
38033    
CAVALESE",0462-341673,nan,cavalese.segretario@fpsm.tn.it,nan,cavalese.presidente@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Cavalese
            
",/Scuole/Scuola-dell-infanzia-di-Cavalese3,260
DORIS LOSA,LUANA CLINAZ,nan,Scuola dell'infanzia,nan,nan,"Via Re di Castello - Daone,
    
57 -
    
38080    
VALDAONE",0465-674060,nan,daone.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Daone
            
",/Scuole/Scuola-dell-infanzia-di-Daone2,261
nan,DIEGO MARIA BONAZZA,nan,Scuola dell'infanzia,nan,nan,"Via Marconi - Breguzzo,
    
5 -
    
38087    
SELLA GIUDICARIE",0465-901550,nan,breguzzo.bondo.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Breguzzo - Bondo  ""Giuseppina Bonazza""
            
",/Scuole/Scuola-dell-infanzia-di-Breguzzo-Bondo-Giuseppina-Bonazza2,262
nan,STEFANO ZENDRI,nan,Scuola dell'infanzia,nan,nan,"Via Brigata Mantova,
    
1 -
    
38068    
ROVERETO",0464-433395,nan,lizzana.materna@associazionecoesi.com,nan,nan,nan,nan,1,"

                
Scuola dell'infanzia di Lizzana
            
",/Scuole/Scuola-dell-infanzia-di-Lizzana2,263
TIZIANA CEOL,ALESSANDRO LARENTIS,nan,Scuola dell'infanzia,nan,nan,"Via Damiano Chiesa,
    
79 -
    
38033    
CAVALESE",0462-340557,nan,cavalese.segretario@fpsm.tn.it,nan,cavalese.presidente@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Masi di Cavalese
            
",/Scuole/Scuola-dell-infanzia-di-Masi-di-Cavalese3,264
SARA DE ZOLT,nan,nan,Scuola dell'infanzia,nan,nan,"Piazza Italia,
    
8 -
    
38030    
ZIANO DI FIEMME",3703621992,nan,ziano.presidente@fpsm.tn.it,nan,ziano.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Ziano di Fiemme
            
",/Scuole/Scuola-dell-infanzia-di-Ziano-di-Fiemme2,265
nan,nan,nan,Istituzione scolastica e formativa,MANUEL PENASA,CLAUDIA BISOGNIN,"Via Mach,
    
1 -
    
38098    
SAN MICHELE ALL'ADIGE",+39 0461 615213,+39 0461 615273,amministrazione.cif@pec.iasma.it,nan,segreteria.scuola@fmach.it,http://www.fmach.it,nan,2,"

                
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE
            
",/Scuole/FONDAZIONE-EDMUND-MACH-ISTITUTO-AGRARIO-SAN-MICHELE-ALL-ADIGE2,266
UTE PANCHER,nan,nan,Scuola dell'infanzia,nan,nan,"Via Ossanna,
    
3 -
    
38010    
DENNO",0461-655960,nan,denno.segretario@fpsm.tn.it,nan,denno.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Denno
            
",/Scuole/Scuola-dell-infanzia-di-Denno2,267
nan,nan,nan,Istituzione scolastica e formativa,nan,LUCA BRANZ,"Via Di S Antonio,
    
1 -
    
38026    
OSSANA",+39 0463 751102,+39 0463 751987,cfp.ossana@pec.it,nan,cfp.ossana@enaip.tn.it,https://ossana.enaiptrentino.it/,nan,1,"

                
Centro Formazione Professionale ENAIP - Ossana
            
",/Scuole/Centro-Formazione-Professionale-ENAIP-Ossana2,268
nan,nan,nan,Istituzione scolastica e formativa,nan,FRANCESCO MICHELETTI,"Via Giamaolle,
    
15 -
    
38051    
BORGO VALSUGANA",+39 0461 753037,+39 0461 752070,cfp.borgo@pec.it,nan,cfp.borgo@enaip.tn.it,https://borgo.enaiptrentino.it/,nan,1,"

                
Centro Formazione Professionale ENAIP - Borgo Valsugana
            
",/Scuole/Centro-Formazione-Professionale-ENAIP-Borgo-Valsugana2,269
TIZIANA CEOL,nan,nan,Scuola dell'infanzia,nan,nan,"Via Fia,
    
20 -
    
38038    
TESERO",0462-813045,nan,tesero.presidente@fpsm.tn.it,nan,tesero.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Tesero
            
",/Scuole/Scuola-dell-infanzia-di-Tesero2,270
ROBERTA MEDEGHINI,nan,nan,Scuola dell'infanzia,nan,nan,"Via Monsignor Gosetti,
    
3 -
    
38060    
VILLA LAGARINA",0464-411101,nan,villalagarina.presidente@fpsm.tn.it,nan,villalagarina.segretario@fpsm.tn.it,nan,nan,1,"

                
Scuola dell'infanzia di Villa Lagarina
            
",/Scuole/Scuola-dell-infanzia-di-Villa-Lagarina2,271
