"Istituto Principale";Scuola;"Tipo Istituto";"Tipo Gestione";Dirigente;Direttore;"Coordinatore Pedagogico";Indirizzo;Comune;Telefono;Fax;"Email istituto";"Email dirigenza";"Email segreteria";"Sito web";"Codice MIUR"
"Circolo di coordinamento n. 1";"Scuola dell'Infanzia di Rizzolaga di Pinè ""Raggio di sole""";;"A carattere statale/provinciale";;;"GIULIANA BATTISTI";"Frazione Rizzolaga, 94 38042";"BASELGA DI PINE'";0461/557629;0461/493495;scuolainfanzia.rizzolaga@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;
"Circolo di coordinamento n. 1";"Scuola dell'Infanzia di S. Orsola ""Il girotondo""";;"A carattere statale/provinciale";;;"GIULIANA BATTISTI";"Localita Pintarei, 9 38050";"SANT'ORSOLA TERME";0461/551163;0461/493495;scuolainfanzia.santorsola@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;
"Circolo di coordinamento n. 1";"Scuola dell'Infanzia di Seregnano ""Arcobaleno""";;"A carattere statale/provinciale";;;"GIULIANA BATTISTI";"Via Alla Villa Wolf - Rovere, 4 38045";CIVEZZANO;0461/858736;0461/493495;scuolainfanzia.seregnano@scuole.provincia.tn.it;;circolo.coordinamento01@provincia.tn.it;;
"Scuola dell'infanzia di Vigo di Fassa";"Scuola dell'Infanzia di Vigo di Fassa";;Paritaria/equiparata;;;"SARA DE ZOLT";"Strada Giuseppe Soraperra - Pozza di Fassa, 4 38036";"SAN GIOVANNI DI FASSA - SEN JAN";0462-763194;;vigo.fassa.presidente@fpsm.tn.it;;vigo.fassa.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo di Ton";;"Scuola dell'infanzia";Paritaria/equiparata;;;"ELENA RICCI";"Piazza Guardi, 7 38010";TON;0461-657897;;vigo.ton.segretario@fpsm.tn.it;;vigo.ton.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Vigo di Ton";"Scuola dell'Infanzia di Vigo di Ton";;Paritaria/equiparata;;;"ELENA RICCI";"Piazza Guardi, 7 38010";TON;0461-657897;;vigo.ton.segretario@fpsm.tn.it;;vigo.ton.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Villamontagna";;"Scuola dell'infanzia";Paritaria/equiparata;;;"CARMEN FATTORI";"Via dei Carli, 16 38121";TRENTO;0461-209045;;villamontagna.segretario@fpsm.tn.it;;villamontagna.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Villamontagna";"Scuola dell'Infanzia di Villamontagna";;Paritaria/equiparata;;;"CARMEN FATTORI";"Via dei Carli, 16 38121";TRENTO;0461-209045;;villamontagna.segretario@fpsm.tn.it;;villamontagna.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Villazzano";;"Scuola dell'infanzia";Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via Giordano, 15 38123";TRENTO;0461-920382;;villazzano.segretario@fpsm.tn.it;;villazzano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Villazzano";"Scuola dell'Infanzia di Villazzano";;Paritaria/equiparata;;;"IVANA LEONARDELLI";"Via Giordano, 15 38123";TRENTO;0461-920382;;villazzano.segretario@fpsm.tn.it;;villazzano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Volano";;"Scuola dell'infanzia";Paritaria/equiparata;;;"SILVANO MEDVES";"Via S Maria, 13 38060";VOLANO;0464-411516;;volano.segretario@fpsm.tn.it;;volano.segretario@fpsm.tn.it;;
"Scuola dell'infanzia di Volano";"Scuola dell'Infanzia di Volano";;Paritaria/equiparata;;;"SILVANO MEDVES";"Via S Maria, 13 38060";VOLANO;0464-411516;;volano.segretario@fpsm.tn.it;;volano.segretario@fpsm.tn.it;;
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNPS00301R
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"VALENTINA ZANOLLA";;;"Via Perlasca, 4 38017";MEZZOLOMBARDO;0461/601122;0461/601470;martini@pec.provincia.tn.it;dir.martini.mezzolombardo@scuole.provincia.tn.it;segr.martini.mezzolombardo@scuole.provincia.tn.it;www.martinomartini.eu;TNPS00301R
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Via Zambra, 3 38121";TRENTO;0461/824422;0461/824345;vittoria@pec.provincia.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@istitutodellearti.tn.it;https://www.istitutodellearti.tn.it;TNSD02000X
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";"LICEO ARTISTICO ""Depero""- ROVERETO";;"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Via Delle Fosse, 9 38068";ROVERETO;0464/438836;0461/824345;info.depero@istitutodellearti.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@istitutodellearti.tn.it;https://www.istitutodellearti.tn.it;TNSD020011
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";"LICEO ARTISTICO ""Vittoria"" - Trento";;"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Via Zambra, 3 38121";TRENTO;0461/824422;0461/824345;vittoria@pec.provincia.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@istitutodellearti.tn.it;https://www.istitutodellearti.tn.it;TNSD02000X
"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""";"LICEO MUSICALE COREUTICO ";;"A carattere statale/provinciale";"DANIELA SIMONCELLI";;;"Vicolo S Maria Maddalena, 16 38122";TRENTO;0461/260648;0461/824345;info.bonporti@istitutodellearti.tn.it;dir.istitutodellearti@scuole.provincia.tn.it;info@istitutodellearti.tn.it;https://www.istitutodellearti.tn.it;TNSD02000X
"ISTITUTO SACRO CUORE - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"LORENZA MORELLI";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;www.istitutosacrocuore.it;
"ISTITUTO SACRO CUORE - TRENTO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;Paritaria/equiparata;"LORENZA MORELLI";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;www.istitutosacrocuore.it;TNTD035003
"ISTITUTO SACRO CUORE - TRENTO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;Paritaria/equiparata;"LORENZA MORELLI";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;www.istitutosacrocuore.it;TNTD035003
"ISTITUTO SACRO CUORE - TRENTO";"LICEO ARTISTICO";;Paritaria/equiparata;"LORENZA MORELLI";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;www.istitutosacrocuore.it;TNPM015003
"ISTITUTO SACRO CUORE - TRENTO";"LICEO DELLE SCIENZE UMANE";;Paritaria/equiparata;"LORENZA MORELLI";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;www.istitutosacrocuore.it;TNPM015003
"ISTITUTO SACRO CUORE - TRENTO";"SCUOLA PRIMARIA SACRO CUORE TRENTO";;Paritaria/equiparata;"LORENZA MORELLI";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;www.istitutosacrocuore.it;TN1E00300E
"ISTITUTO SACRO CUORE - TRENTO";"SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO";;Paritaria/equiparata;"LORENZA MORELLI";;;"Piazza S Teresa Verzeri, 4 38122";TRENTO;0461/981465;0461/982734;;;istitutocomprensivo@istitutosacrocuore.it;www.istitutosacrocuore.it;TN1M006007
"ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"PAOLO MUNARETTO";;;"Via Barbacovi, 22 38122";TRENTO;0461/885555;0461/981972;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;www.sdbtrento.it;
"ISTITUTO SALESIANO MARIA AUSILIATRICE - TRENTO";"SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO";;Paritaria/equiparata;"PAOLO MUNARETTO";;;"Via Barbacovi, 22 38122";TRENTO;0461/885555;0461/981972;sdbtrento@pcert.postecert.it;;segreteria@sdbtrento.it;www.sdbtrento.it;TN1M00500B
"ISTITUTO SALESIANO S. CROCE - MEZZANO";;"Istituzione scolastica e formativa";Paritaria/equiparata;"NICOLA TOFFANELLO";;;"Via Molaren, 29 38050";MEZZANO;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;www.salesianimezzano.it;
"ISTITUTO SALESIANO S. CROCE - MEZZANO";"SCUOLA PRIMARIA SANTA CROCE MEZZANO";;Paritaria/equiparata;"NICOLA TOFFANELLO";;;"Via Molaren, 29 38050";MEZZANO;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;www.salesianimezzano.it;TN1E00200P
"ISTITUTO SALESIANO S. CROCE - MEZZANO";"SCUOLA SECONDARIA DI PRIMO GRADO SANTA CROCE MEZZANO";;Paritaria/equiparata;"NICOLA TOFFANELLO";;;"Via Molaren, 29 38050";MEZZANO;0439/762019;0439/762664;salesianimezzano@pec.it;;segreteria@sdbmezzano.it;www.salesianimezzano.it;TN1M001004
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ANDREA BEZZI";;;"Via Brigata Acqui, 19 38122";TRENTO;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;http://tambosi.tn.it;TNTD18000T
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"ANDREA BEZZI";;;"Via Brigata Acqui, 19 38122";TRENTO;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;http://tambosi.tn.it;TNTD18000T
"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"ANDREA BEZZI";;;"Via Brigata Acqui, 19 38122";TRENTO;0461239955;0461230175;tambosibattisti@pec.provincia.tn.it;dir.tambositn@scuole.provincia.tn.it;segr.tambositn@scuole.provincia.tn.it;http://tambosi.tn.it;TNTD180507
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;www.istitutopilati.it;TNTD100001
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;www.istitutopilati.it;TNCT709002
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;www.istitutopilati.it;TNTD100001
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;www.istitutopilati.it;TNTD10050A
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;www.istitutopilati.it;TNTD100001
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"ALFREDO ROMANTINI";;;"Via IV Novembre, 35 38023";CLES;0463/421695;0463/421477;pilati@pec.provincia.tn.it;dir.itetpilati@scuole.provincia.tn.it;segr.itetpilati@scuole.provincia.tn.it;www.istitutopilati.it;TNTD10050A
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIUSEPPE SANTOLI";;;"Via Del Teatro, 4 38068";ROVERETO;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;www.fgfontana.eu;TNTD020009
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO";;"A carattere statale/provinciale";"GIUSEPPE SANTOLI";;;"Via Del Teatro, 4 38068";ROVERETO;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;www.fgfontana.eu;TNTD020009
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE";;"A carattere statale/provinciale";"GIUSEPPE SANTOLI";;;"Via Del Teatro, 4 38068";ROVERETO;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;www.fgfontana.eu;TNTD02050P
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"GIUSEPPE SANTOLI";;;"Via Del Teatro, 4 38068";ROVERETO;0464/436100;0464/434116;fontana@pec.provincia.tn.it;dir.fontana@scuole.provincia.tn.it;segr.fontana@scuole.provincia.tn.it;www.fgfontana.eu;TNTD02050P
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"GIUSEPPE RIZZA";;;"Via Monti, 1 38068";ROVERETO;0464/411400;0464/419130;marconi@pec.provincia.tn.it;dir.itimarconi@scuole.provincia.tn.it;segr.itimarconi@scuole.provincia.tn.it;www.marconirovereto.it;TNTF02000G
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"GIUSEPPE RIZZA";;;"Via Monti, 1 38068";ROVERETO;0464/411400;0464/419130;marconi@pec.provincia.tn.it;dir.itimarconi@scuole.provincia.tn.it;segr.itimarconi@scuole.provincia.tn.it;www.marconirovereto.it;TNTF02000G
"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"GIUSEPPE RIZZA";;;"Via Monti, 1 38068";ROVERETO;0464/411400;0464/419130;marconi@pec.provincia.tn.it;dir.itimarconi@scuole.provincia.tn.it;segr.itimarconi@scuole.provincia.tn.it;www.marconirovereto.it;TNTF020501
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"LAURA ZOLLER";;;"Via Brigata Acqui, 15 38122";TRENTO;0461/216811;0461/984216;buonarroti@pec.provincia.tn.it;dir.buonarroti@scuole.provincia.tn.it;istituto.tecnico@buonarroti.tn.it;www.buonarroti.tn.it/;TNIS013001
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO";;"A carattere statale/provinciale";"LAURA ZOLLER";;;"Via Brigata Acqui, 15 38122";TRENTO;0461/216811;0461/984216;buonarroti@pec.provincia.tn.it;dir.buonarroti@scuole.provincia.tn.it;istituto.tecnico@buonarroti.tn.it;www.buonarroti.tn.it/;TNTF01301D
"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO";"ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE";;"A carattere statale/provinciale";"LAURA ZOLLER";;;"Via Brigata Acqui, 15 38122";TRENTO;0461/216811;0461/984216;buonarroti@pec.provincia.tn.it;dir.buonarroti@scuole.provincia.tn.it;istituto.tecnico@buonarroti.tn.it;www.buonarroti.tn.it/;TNTF01351V
"LICEO ""A. Rosmini"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;www.liceorosmini.eu;TNPC02000A
"LICEO ""A. Rosmini"" - ROVERETO";"LICEO CLASSICO";;"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;www.liceorosmini.eu;TNPC02000A
"LICEO ""A. Rosmini"" - ROVERETO";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;www.liceorosmini.eu;TNPC02000A
"LICEO ""A. Rosmini"" - ROVERETO";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;www.liceorosmini.eu;TNPC02000A
"LICEO ""A. Rosmini"" - ROVERETO";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"PAOLO PENDENZA";;;"Corso Bettini, 86 38068";ROVERETO;0464/437700;0464/420025;rosmini.rovereto@pec.provincia.tn.it;dir.liceorosmini@scuole.provincia.tn.it;segr.liceorosmini@scuole.provincia.tn.it;www.liceorosmini.eu;TNPC02000A
"LICEO ""A. Rosmini"" - TRENTO";"EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO";;"A carattere statale/provinciale";"STEFANO KIRCHNER";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;www.rosmini.eu;TNCT70500P
"LICEO ""A. Rosmini"" - TRENTO";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"STEFANO KIRCHNER";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;www.rosmini.eu;TNPM01000X
"LICEO ""A. Rosmini"" - TRENTO";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"STEFANO KIRCHNER";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;www.rosmini.eu;TNPM01000X
"LICEO ""A. Rosmini"" - TRENTO";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE SERALE";;"A carattere statale/provinciale";"STEFANO KIRCHNER";;;"Via Malfatti, 2 38122";TRENTO;0461/914400;0461/914498;rosmini.trento@pec.provincia.tn.it;dir.rosmini.tn@scuole.provincia.tn.it;segr.rosmini.tn@scuole.provincia.tn.it;www.rosmini.eu;TNPM010509
"LICEO ""B. Russell"" - CLES";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"TERESA PERITI";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;www.liceorussell.eu;TNIS00600T
"LICEO ""B. Russell"" - CLES";"LICEO CLASSICO";;"A carattere statale/provinciale";"TERESA PERITI";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;www.liceorussell.eu;TNPM006019
"LICEO ""B. Russell"" - CLES";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"TERESA PERITI";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;www.liceorussell.eu;TNPM006019
"LICEO ""B. Russell"" - CLES";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"TERESA PERITI";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;www.liceorussell.eu;TNPM006019
"LICEO ""B. Russell"" - CLES";"LICEO LINGUISTICO";;"A carattere statale/provinciale";"TERESA PERITI";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;www.liceorussell.eu;TNPS006018
"LICEO ""B. Russell"" - CLES";"LICEO SCIENTIFICO";;"A carattere statale/provinciale";"TERESA PERITI";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;www.liceorussell.eu;TNPS006018
"LICEO ""B. Russell"" - CLES";"LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE";;"A carattere statale/provinciale";"TERESA PERITI";;;"Via IV Novembre, 35 38023";CLES;0463/424049;0463/424577;russell@pec.provincia.tn.it;dir.russell@scuole.provincia.tn.it;segr.russell@scuole.provincia.tn.it;www.liceorussell.eu;TNPS006018
"LICEO ""F. Filzi"" - ROVERETO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"MANUELA BROZ";;;"Corso Rosmini, 61 38068";ROVERETO;0464/421223;0464/433003;filzi@pec.provincia.tn.it;dir.isup.filzi@scuole.provincia.tn.it;segr.isup.filzi@scuole.provincia.tn.it;www.liceofilzi.it;TNPM02000E
"LICEO ""F. Filzi"" - ROVERETO";"LICEO DELLE SCIENZE UMANE";;"A carattere statale/provinciale";"MANUELA BROZ";;;"Corso Rosmini, 61 38068";ROVERETO;0464/421223;0464/433003;filzi@pec.provincia.tn.it;dir.isup.filzi@scuole.provincia.tn.it;segr.isup.filzi@scuole.provincia.tn.it;www.liceofilzi.it;TNPM02000E
"LICEO ""F. Filzi"" - ROVERETO";"LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE";;"A carattere statale/provinciale";"MANUELA BROZ";;;"Corso Rosmini, 61 38068";ROVERETO;0464/421223;0464/433003;filzi@pec.provincia.tn.it;dir.isup.filzi@scuole.provincia.tn.it;segr.isup.filzi@scuole.provincia.tn.it;www.liceofilzi.it;TNPM02000E
"LICEO CLASSICO ""G. Prati"" - TRENTO";;"Istituzione scolastica e formativa";"A carattere statale/provinciale";"PAOLA BARATTER";;;"Via S Trinita, 38 38122";TRENTO;0461/980190;0461/980747;prati@pec.provincia.tn.it;dir.liceoprati@scuole.provincia.tn.it;segr.liceoprati@scuole.provincia.tn.it;www.liceoprati.it;TNPC04000G
